ID_Galaxia,cig,ANG_SIZE_MAJ_log,ANG_SIZE_MAJ_original
852,852,1.08,12.02264434617413
853,853,1.16,14.454397707459272
854,854,1.44,27.542287033381662
855,855,3.29,1949.8445997580454
856,856,0.8,6.309573444801933
857,857,0.91,8.128305161640993
858,858,1.21,16.218100973589298
859,859,0.45,2.8183829312644537
860,860,0.69,4.897788193684462
861,861,0.98,9.549925860214358
862,862,1.03,10.715193052376065
863,863,0.67,4.677351412871983
864,864,0.8,6.309573444801933
865,865,0.31,2.041737944669529
866,866,0.87,7.413102413009175
867,867,0.99,9.772372209558107
868,868,1.0,10.0
869,869,0.36,2.290867652767773
870,870,0.56,3.630780547701014
871,871,0.63,4.265795188015927
872,872,0.65,4.466835921509632
873,873,0.72,5.248074602497725
874,874,0.39,2.4547089156850306
875,875,0.81,6.456542290346556
876,876,0.41,2.5703957827688635
877,877,0.41,2.5703957827688635
878,878,0.7,5.011872336272722
879,879,1.23,16.982436524617444
880,880,1.24,17.378008287493753
881,881,0.93,8.511380382023766
882,882,1.02,10.471285480508996
883,883,0.97,9.33254300796991
884,884,1.3,19.952623149688797
885,885,0.94,8.709635899560805
886,886,1.27,18.620871366628677
887,887,0.89,7.762471166286917
888,888,0.72,5.248074602497725
889,889,1.21,16.218100973589298
890,890,2.07,117.48975549395291
891,891,0.5,3.1622776601683795
892,892,0.91,8.128305161640993
893,893,0.51,3.2359365692962827
894,894,0.52,3.311311214825911
895,895,0.44,2.7542287033381663
896,896,0.55,3.548133892335755
897,897,2.02,104.71285480508996
898,898,0.63,4.265795188015927
899,899,0.41,2.5703957827688635
900,900,0.55,3.548133892335755
901,901,0.6,3.9810717055349722
902,902,0.96,9.120108393559097
903,903,0.34,2.1877616239495525
904,904,0.87,7.413102413009175
905,905,0.54,3.4673685045253166
906,906,1.57,37.15352290971726
907,907,0.79,6.165950018614822
908,908,0.63,4.265795188015927
909,909,1.0,10.0
910,910,1.48,30.19951720402016
911,911,1.1,12.589254117941675
912,912,0.62,4.168693834703354
913,913,0.96,9.120108393559097
914,914,1.07,11.748975549395297
915,915,0.74,5.495408738576246
916,916,0.91,8.128305161640993
917,917,0.78,6.025595860743578
918,918,0.56,3.630780547701014
919,919,0.99,9.772372209558107
920,920,0.52,3.311311214825911
921,921,0.39,2.4547089156850306
922,922,1.36,22.908676527677734
923,923,1.32,20.892961308540396
924,924,1.46,28.84031503126606
925,925,0.98,9.549925860214358
926,926,0.53,3.3884415613920256
927,927,0.57,3.715352290971725
928,928,0.46,2.884031503126606
929,929,1.08,12.02264434617413
930,930,1.68,47.86300923226383
931,931,0.8,6.309573444801933
932,932,1.2,15.848931924611133
933,933,0.63,4.265795188015927
934,934,0.53,3.3884415613920256
935,935,1.4,25.118864315095795
936,936,1.38,23.9883291901949
937,937,0.79,6.165950018614822
938,938,0.89,7.762471166286917
939,939,0.89,7.762471166286917
940,940,0.92,8.31763771102671
941,941,0.77,5.88843655355589
942,942,0.48,3.019951720402016
943,943,0.58,3.8018939632056115
944,944,0.36,2.290867652767773
945,945,0.87,7.413102413009175
946,946,1.69,48.97788193684461
947,947,4.52,33113.112148259075
948,948,0.56,3.630780547701014
949,949,1.42,26.302679918953814
950,950,0.83,6.760829753919817
951,951,0.86,7.244359600749901
952,952,0.75,5.623413251903491
953,953,0.35,2.2387211385683394
954,954,0.9,7.943282347242816
955,955,0.62,4.168693834703354
956,956,1.08,12.02264434617413
957,957,0.91,8.128305161640993
958,958,0.9,7.943282347242816
959,959,1.22,16.595869074375607
960,960,0.67,4.677351412871983
961,961,0.5,3.1622776601683795
962,962,0.83,6.760829753919817
963,963,0.87,7.413102413009175
964,964,0.51,3.2359365692962827
965,965,0.7,5.011872336272722
966,966,0.45,2.8183829312644537
967,967,1.82,66.06934480075961
968,968,0.93,8.511380382023766
969,969,1.07,11.748975549395297
970,970,1.22,16.595869074375607
971,971,2.69,489.77881936844614
972,972,0.75,5.623413251903491
973,973,0.5,3.1622776601683795
974,974,1.19,15.488166189124811
975,975,0.92,8.31763771102671
976,976,1.95,89.12509381337455
977,977,0.52,3.311311214825911
978,978,1.04,10.964781961431852
979,979,1.17,14.791083881682072
980,980,0.77,5.88843655355589
981,981,0.66,4.570881896148751
982,982,1.06,11.481536214968829
983,983,1.94,87.09635899560806
984,984,1.43,26.915348039269155
985,985,2.18,151.35612484362088
986,986,0.88,7.5857757502918375
987,987,0.82,6.606934480075959
988,988,1.98,95.49925860214358
989,989,0.63,4.265795188015927
990,990,0.83,6.760829753919817
991,991,1.89,77.62471166286916
992,992,1.49,30.902954325135905
993,993,0.63,4.265795188015927
994,994,0.56,3.630780547701014
995,995,0.93,8.511380382023766
996,996,0.42,2.6302679918953817
997,997,0.85,7.079457843841379
998,998,0.85,7.079457843841379
999,999,0.89,7.762471166286917
1000,1000,1.27,18.620871366628677
1001,1001,0.91,8.128305161640993
1002,1002,1.11,12.882495516931343
1003,1003,1.67,46.77351412871981
1004,1004,3.65,4466.835921509631
1005,1005,1.12,13.182567385564074
1006,1006,0.94,8.709635899560805
1007,1007,0.61,4.073802778041127
1008,1008,0.91,8.128305161640993
1009,1009,1.31,20.417379446695296
1010,1010,0.68,4.786300923226384
1011,1011,0.79,6.165950018614822
1012,1012,0.6,3.9810717055349722
1013,1013,1.11,12.882495516931343
1014,1014,0.76,5.7543993733715695
1015,1015,0.88,7.5857757502918375
1016,1016,0.68,4.786300923226384
1017,1017,0.99,9.772372209558107
1018,1018,0.5,3.1622776601683795
1019,1019,1.52,33.11311214825911
1020,1020,1.97,93.3254300796991
1021,1021,0.63,4.265795188015927
1022,1022,0.82,6.606934480075959
1023,1023,1.56,36.30780547701014
1024,1024,0.78,6.025595860743578
1025,1025,0.31,2.041737944669529
1026,1026,0.79,6.165950018614822
1027,1027,1.48,30.19951720402016
1028,1028,0.92,8.31763771102671
1029,1029,0.64,4.36515832240166
1030,1030,0.82,6.606934480075959
1031,1031,0.26,1.8197008586099834
1032,1032,1.08,12.02264434617413
1033,1033,0.76,5.7543993733715695
1034,1034,0.9,7.943282347242816
1035,1035,0.74,5.495408738576246
1036,1036,0.76,5.7543993733715695
1037,1037,0.94,8.709635899560805
1038,1038,2.43,269.1534803926917
1039,1039,1.01,10.232929922807541
1040,1040,0.75,5.623413251903491
1041,1041,0.66,4.570881896148751
1042,1042,1.16,14.454397707459272
1043,1043,0.62,4.168693834703354
1044,1044,1.21,16.218100973589298
1045,1045,1.95,89.12509381337455
1046,1046,0.97,9.33254300796991
1047,1047,2.04,109.64781961431851
1048,1048,1.58,38.018939632056124
1049,1049,0.68,4.786300923226384
1050,1050,0.83,6.760829753919817
1051,1051,0.59,3.890451449942806
