ID_Galaxia,cig,ANG_SIZE_MAJ_log,ANG_SIZE_MAJ_original
745,745,0.93,8.511380382023766
746,746,0.44,2.7542287033381663
747,747,0.61,4.073802778041127
748,748,1.91,81.2830516164099
749,749,0.53,3.3884415613920256
750,750,0.86,7.244359600749901
751,751,0.61,4.073802778041127
752,752,0.79,6.165950018614822
753,753,1.16,14.454397707459272
754,754,0.9,7.943282347242816
755,755,1.05,11.220184543019636
756,756,1.37,23.442288153199225
757,757,0.75,5.623413251903491
758,758,0.66,4.570881896148751
759,759,0.84,6.918309709189364
760,760,0.75,5.623413251903491
761,761,1.63,42.65795188015925
762,762,0.67,4.677351412871983
763,763,0.75,5.623413251903491
764,764,0.76,5.7543993733715695
765,765,1.2,15.848931924611133
766,766,3.46,2884.031503126606
767,767,0.57,3.715352290971725
768,768,0.73,5.370317963702527
769,769,1.58,38.018939632056124
770,770,0.63,4.265795188015927
771,771,0.66,4.570881896148751
772,772,1.88,75.85775750291836
773,773,0.97,9.33254300796991
774,774,0.67,4.677351412871983
775,775,3.1,1258.9254117941675
776,776,0.52,3.311311214825911
777,777,1.01,10.232929922807541
778,778,1.41,25.703957827688633
779,779,0.51,3.2359365692962827
780,780,0.66,4.570881896148751
781,781,,
782,782,0.69,4.897788193684462
783,783,0.82,6.606934480075959
784,784,0.59,3.890451449942806
785,785,0.93,8.511380382023766
786,786,0.72,5.248074602497725
787,787,0.31,2.041737944669529
788,788,0.86,7.244359600749901
789,789,0.68,4.786300923226384
790,790,0.81,6.456542290346556
791,791,1.36,22.908676527677734
792,792,0.58,3.8018939632056115
793,793,0.77,5.88843655355589
794,794,0.84,6.918309709189364
795,795,0.8,6.309573444801933
796,796,1.01,10.232929922807541
797,797,0.88,7.5857757502918375
798,798,1.06,11.481536214968829
799,799,0.81,6.456542290346556
800,800,1.22,16.595869074375607
801,801,0.8,6.309573444801933
802,802,36.81,6.456542290346589e+36
803,803,0.52,3.311311214825911
804,804,0.72,5.248074602497725
805,805,1.28,19.054607179632473
806,806,0.92,8.31763771102671
807,807,0.57,3.715352290971725
808,808,2.1,125.89254117941675
809,809,0.94,8.709635899560805
810,810,1.61,40.73802778041128
811,811,0.89,7.762471166286917
812,812,1.2,15.848931924611133
813,813,2.13,134.89628825916532
814,814,0.66,4.570881896148751
815,815,0.67,4.677351412871983
816,816,0.92,8.31763771102671
817,817,0.87,7.413102413009175
818,818,0.67,4.677351412871983
819,819,0.59,3.890451449942806
820,820,0.5,3.1622776601683795
821,821,0.81,6.456542290346556
822,822,0.78,6.025595860743578
823,823,0.53,3.3884415613920256
824,824,0.71,5.1286138399136485
825,825,0.73,5.370317963702527
826,826,0.44,2.7542287033381663
827,827,0.44,2.7542287033381663
828,828,2.08,120.22644346174131
829,829,0.41,2.5703957827688635
830,830,0.98,9.549925860214358
831,831,0.72,5.248074602497725
832,832,0.38,2.3988329190194904
833,833,0.58,3.8018939632056115
834,834,0.53,3.3884415613920256
835,835,0.84,6.918309709189364
836,836,0.65,4.466835921509632
837,837,5.94,870963.5899560815
838,838,1.32,20.892961308540396
839,839,0.64,4.36515832240166
840,840,1.31,20.417379446695296
841,841,1.63,42.65795188015925
842,842,0.81,6.456542290346556
843,843,0.88,7.5857757502918375
844,844,0.83,6.760829753919817
845,845,0.66,4.570881896148751
846,846,0.99,9.772372209558107
847,847,2.12,131.82567385564073
848,848,0.82,6.606934480075959
849,849,0.85,7.079457843841379
850,850,3.32,2089.296130854039
851,851,2.91,812.8305161640995
